_id,name,category,price,stock
27512,Police,Clothing,302.13,595
27513,Thing,Home,8.75,281
27514,Section,Beauty,444.27,726
27515,Impact,Home,378,627
27516,Stock,Clothing,271.8,969
27517,While,Electronics,422.14,409
27518,Enjoy,Clothing,445.79,952
27519,Event,Beauty,267.16,190
27520,Him,Electronics,163.75,329
27521,Need,Beauty,475.03,527
27522,Loss,Accessories,410.54,545
27523,What,Beauty,297.01,395
27524,Nor,Beauty,282.31,891
27525,Cold,Clothing,239.58,720
27526,Anyone,Electronics,147.79,729
27527,Citizen,Clothing,443.17,22
27528,Spring,Accessories,194.21,382
27529,Friend,Accessories,321.14,562
27530,Campaign,Electronics,486.39,197
27531,Put,Home,350.19,293
27532,Seat,Electronics,22.41,632
27533,Upon,Clothing,285.52,889
27534,When,Clothing,26.69,999
27535,Thank,Electronics,496.37,175
27536,Computer,Electronics,263.92,399
27537,Set,Clothing,266.94,594
27538,Development,Clothing,194.81,486
27539,Serve,Accessories,165.52,64
27540,Take,Home,24.22,316
27541,Modern,Electronics,429.48,895
27542,Later,Electronics,327.22,587
27543,Reach,Accessories,131.25,23
27544,Sit,Beauty,53.16,590
27545,Kid,Beauty,270.7,28
27546,Reason,Home,338.94,317
27547,Majority,Home,17.69,328
27548,Computer,Electronics,466.84,129
27549,Pm,Home,343.56,859
27550,Identify,Electronics,362.96,950
27551,Fear,Home,191.9,569
27552,Must,Home,233,625
27553,Involve,Beauty,324.58,473
27554,Single,Beauty,116.33,908
27555,These,Beauty,328.83,224
27556,Certain,Beauty,167.37,780
27557,Simple,Electronics,179.45,656
27558,International,Electronics,157.45,901
27559,Situation,Accessories,324.4,693
27560,Prove,Home,149.86,592
27561,Account,Clothing,83.43,405
27562,Director,Clothing,495.06,107
27563,Drive,Accessories,312.95,682
27564,Front,Beauty,295.3,319
27565,Environment,Accessories,477.37,182
27566,Drop,Electronics,84.86,275
27567,Everyone,Accessories,71.49,754
27568,Reach,Beauty,298.58,460
27569,Politics,Clothing,26.92,522
27570,Approach,Clothing,316.53,107
27571,Put,Accessories,49.92,760
27572,Into,Clothing,227.29,793
27573,Method,Accessories,231.9,817
27574,Company,Clothing,305.95,944
27575,Guy,Beauty,206.82,446
27576,Talk,Clothing,33.12,227
27577,Direction,Beauty,435.48,182
27578,Back,Beauty,135.39,470
27579,Baby,Electronics,365.93,439
27580,Body,Clothing,221.98,55
27581,Former,Clothing,112.87,362
27582,Bed,Home,249.01,596
27583,Team,Home,404,260
27584,What,Electronics,90.55,30
27585,Land,Accessories,410.86,438
27586,Think,Home,17.93,53
27587,Look,Clothing,489.42,92
27588,Perform,Clothing,193.61,315
27589,Customer,Beauty,143.85,970
27590,Standard,Beauty,465.45,929
27591,Firm,Electronics,167.1,521
27592,Some,Home,210.91,90
27593,Lot,Beauty,356.25,18
27594,Friend,Clothing,125.72,555
27595,Talk,Home,343.84,355
27596,Many,Clothing,430.91,795
27597,Point,Clothing,215.42,115
27598,Happen,Misc,56.74,353
27599,Around,Clothing,432.13,611
27600,Set,Clothing,481.36,478
27601,Attack,Electronics,284.27,43
27602,Tough,Beauty,255.94,621
27603,Indeed,Home,208.69,528
27604,Upon,Electronics,433.26,431
27605,Discover,Home,199.39,429
27606,Garden,Beauty,80.13,364
27607,Spring,Accessories,287.13,902
27608,Ahead,Beauty,109.9,214
27609,Happen,Home,331.76,998
27610,Idea,Electronics,283.38,892
27611,Sort,Electronics,242.48,639
27612,Reality,Electronics,260.82,532
27613,Police,Accessories,245.17,155
27614,Check,Accessories,344.72,304
27615,Wonder,Clothing,444.77,742
27616,Wide,Electronics,78.18,970
27617,Tell,Clothing,63.2,687
27618,Art,Accessories,221.23,579
27619,Rather,Misc,429.61,611
27620,Same,Electronics,118.58,649
27621,Wish,Home,107.21,657
27622,Miss,Accessories,275,996
27623,Return,Beauty,143.37,631
27624,Quickly,Electronics,31.08,944
27625,Firm,Accessories,398.41,113
27626,Republican,Electronics,226.94,914
27627,Success,Electronics,31.43,900
27628,Time,Home,171.63,697
27629,Authority,Accessories,225.14,24
27630,Matter,Accessories,219.76,486
27631,Interest,Beauty,7.89,118
27632,When,Home,470.73,470
27633,Summer,Electronics,317.1,832
27634,Wide,Home,281.44,673
27635,Side,Beauty,368.88,481
27636,Trial,Electronics,211.56,667
27637,Story,Electronics,367,768
27638,Attack,Electronics,18.72,979
27639,Recently,Home,103.73,464
27640,Staff,Beauty,326.65,94
27641,Opportunity,Accessories,209.22,719
27642,Sit,Home,298.96,450
27643,Which,Electronics,30.52,171
27644,Option,Accessories,306.84,679
27645,Choose,Accessories,179.25,911
27646,Break,Accessories,248.14,477
27647,American,Accessories,162.61,930
27648,Perhaps,Home,85.99,4
27649,Method,Accessories,471.03,647
27650,Especially,Clothing,60.59,326
27651,Phone,Home,39.72,114
27652,Action,Electronics,242.52,313
27653,Likely,Electronics,188.76,559
27654,Tough,Electronics,273.09,734
27655,Card,Accessories,208.32,678
27656,Center,Home,243.58,507
27657,Enough,Beauty,92.95,893
27658,Moment,Beauty,338.64,633
27659,Be,Home,160.55,169
27660,Lawyer,Home,462.82,95
27661,Chair,Clothing,46.65,384
27662,While,Electronics,276.95,313
27663,My,Home,190.07,321
27664,Mother,Beauty,453.58,72
27665,Onto,Clothing,396.24,666
27666,Argue,Clothing,484.1,538
27667,Already,Clothing,361.31,541
27668,Stay,Home,376.17,988
27669,Individual,Home,445.25,314
27670,Project,Clothing,14.68,998
27671,Threat,Beauty,255.63,550
27672,Remember,Home,335.09,671
27673,Run,Beauty,38.47,584
27674,Up,Accessories,121.83,964
27675,Public,Clothing,66.34,863
27676,Order,Clothing,155.59,264
27677,Painting,Home,47.68,67
27678,Box,Clothing,420.59,939
27679,While,Clothing,49.2,406
27680,Ability,Electronics,156.76,97
27681,Much,Home,415.68,450
27682,Value,Electronics,160.55,452
27683,Five,Accessories,329.94,95
27684,Instead,Home,338.59,883
27685,Onto,Electronics,241.32,392
27686,Hour,Accessories,295.38,655
27687,Issue,Accessories,32.71,154
27688,Game,Home,341.57,588
27689,Control,Home,342.91,785
27690,In,Electronics,342.16,487
27691,Boy,Electronics,386.35,800
27692,Even,Accessories,221.94,399
27693,Put,Accessories,468.1,591
27694,Rather,Home,318.15,614
27695,Support,Accessories,313.83,665
27696,Plant,Beauty,312.82,56
27697,Here,Clothing,322.35,524
27698,Environment,Home,495.23,40
27699,Nation,Accessories,123.92,222
27700,One,Clothing,241.09,341
27701,Town,Home,321.77,763
27702,Past,Clothing,202.01,412
27703,Bar,Accessories,444.94,737
27704,Anyone,Electronics,367.24,37
27705,Stand,Electronics,30.33,719
27706,However,Clothing,474.44,824
27707,Gas,Accessories,386.14,249
27708,Conference,Beauty,207.93,127
27709,But,Beauty,75.99,345
27710,Seek,Clothing,343.55,221
27711,Care,Accessories,284.59,910
27712,Truth,Electronics,54.13,213
27713,Human,Electronics,10.87,880
27714,Whose,Electronics,319.97,542
27715,Large,Home,413.72,692
27716,Right,Home,225.54,906
27717,Community,Home,431.56,266
27718,Herself,Beauty,120.18,816
27719,Believe,Electronics,31.9,980
27720,Large,Beauty,452.65,762
27721,Oil,Beauty,66.98,531
27722,Popular,Accessories,174.94,453
27723,Oil,Home,273.11,56
27724,Mean,Electronics,310.64,366
27725,How,Electronics,459.84,886
27726,Much,Electronics,491.98,914
27727,Hold,Electronics,335.73,873
27728,In,Home,260.54,795
27729,Difficult,Accessories,360.78,854
27730,Say,Accessories,390.1,601
27731,Three,Home,126.46,439
27732,Morning,Beauty,338.6,455
27733,Nature,Electronics,470.77,451
27734,Owner,Beauty,375.22,651
27735,Guy,Home,359.4,366
27736,Fish,Clothing,178.6,103
27737,Car,Clothing,329.81,301
27738,Radio,Beauty,233.99,262
27739,Area,Clothing,136.96,431
27740,In,Electronics,287.56,457
27741,Scene,Beauty,199.09,953
27742,Safe,Home,147.94,703
27743,Method,Beauty,488.09,758
27744,Easy,Clothing,359.68,78
27745,Information,Home,351.59,691
27746,Crime,Electronics,341.79,515
27747,Minute,Home,103.35,387
27748,Quite,Beauty,486.31,266
27749,Share,Beauty,392.84,368
27750,Yet,Home,429.11,41
27751,Various,Beauty,327.57,757
27752,Church,Clothing,269.84,824
27753,Whose,Beauty,151.52,183
27754,Factor,Beauty,450.38,733
27755,Put,Home,156.58,724
27756,Act,Beauty,84.21,388
27757,Family,Home,292.55,154
27758,Suddenly,Accessories,8.88,693
27759,Have,Electronics,216.3,777
27760,Parent,Home,81.16,392
27761,End,Home,216.37,387
27762,Writer,Beauty,336.34,111
27763,Effect,Electronics,366.03,447
27764,Natural,Clothing,450.47,380
27765,Especially,Home,156.08,462
27766,Blood,Accessories,44.34,85
27767,Word,Beauty,428.23,751
27768,Indeed,Home,292.89,80
27769,Country,Electronics,38.96,209
27770,Hot,Beauty,449.01,242
27771,Than,Clothing,321.91,400
27772,Cultural,Electronics,412.85,54
27773,Price,Accessories,291.22,468
27774,Challenge,Home,403.65,116
27775,Live,Misc,37.14,759
27776,None,Clothing,375.62,190
27777,Enough,Clothing,245.98,142
27778,Car,Beauty,255.69,805
27779,Republican,Clothing,487.83,611
27780,Mean,Electronics,16.39,725
27781,Structure,Home,12.82,440
27782,Well,Beauty,248.56,562
27783,Sense,Beauty,225.77,413
27784,Move,Clothing,472.61,618
27785,Plant,Beauty,254.33,568
27786,Soldier,Clothing,81.22,434
27787,Late,Home,97.72,489
27788,Interview,Accessories,494.09,612
27789,Brother,Accessories,417.48,207
27790,Resource,Home,324.39,498
27791,Magazine,Home,186.59,359
27792,Analysis,Accessories,143.68,402
27793,Accept,Electronics,411.63,550
27794,Local,Home,287.57,806
27795,Item,Accessories,400.41,552
27796,Year,Clothing,19.44,479
27797,Find,Electronics,81.15,57
27798,Already,Accessories,146.92,677
27799,Throughout,Home,487.98,952
27800,Size,Electronics,283.91,789
27801,Light,Clothing,327.78,773
27802,Attention,Clothing,272.36,572
27803,Return,Home,285.71,432
27804,Society,Electronics,274.64,988
27805,Third,Accessories,308.88,290
27806,Region,Electronics,267.85,624
27807,Help,Accessories,61.94,932
27808,Late,Accessories,373.12,825
27809,Prove,Clothing,195.08,423
27810,Beautiful,Home,394.74,696
27811,Current,Electronics,23.91,3
27812,Individual,Electronics,312.24,871
27813,Project,Accessories,20.23,811
27814,National,Electronics,36.86,20
27815,Six,Clothing,33.52,46
27816,Song,Beauty,230.98,993
27817,She,Beauty,234.08,809
27818,No,Accessories,74.51,137
27819,Maybe,Accessories,264.16,990
27820,Practice,Clothing,43.39,245
27821,Wish,Beauty,339.39,13
27822,Half,Clothing,410.57,903
27823,Article,Beauty,12.52,378
27824,Form,Misc,49.79,931
27825,Put,Beauty,364.65,310
27826,Establish,Accessories,151.53,751
27827,True,Accessories,283.21,4
27828,Look,Home,72.3,391
27829,Public,Home,169.93,986
27830,News,Home,487.65,904
27831,Development,Accessories,370.05,277
27832,Foot,Beauty,129.21,273
27833,Customer,Electronics,281.08,407
27834,Deal,Accessories,436.97,357
27835,Range,Electronics,232.51,392
27836,Religious,Home,227.23,284
27837,Move,Beauty,83.16,418
27838,With,Electronics,307.13,65
27839,Professor,Clothing,160.39,770
27840,Our,Accessories,427.43,774
27841,Forget,Beauty,219.66,750
27842,Partner,Electronics,63.42,553
27843,Cold,Beauty,459.01,570
27844,Bag,Home,27.07,759
27845,Establish,Clothing,62.75,813
27846,Air,Beauty,206.66,438
27847,Million,Beauty,138.03,838
27848,Morning,Home,233.25,499
27849,Book,Accessories,14.84,549
27850,Important,Home,425.96,806
27851,Plant,Accessories,224.42,558
27852,Toward,Electronics,348.5,136
27853,Major,Clothing,169.59,134
27854,Down,Clothing,432.75,611
27855,If,Accessories,227.02,203
27856,About,Clothing,244.03,247
27857,Congress,Home,399.01,247
27858,Long,Home,457.22,580
27859,Evidence,Clothing,286.07,954
27860,Mother,Clothing,132.01,630
27861,Product,Beauty,164.61,858
27862,Artist,Clothing,430.03,841
27863,Growth,Electronics,47.58,473
27864,Travel,Electronics,241.8,611
27865,Interview,Electronics,284.99,158
27866,Former,Beauty,264.63,849
27867,Create,Home,22.82,254
27868,Sport,Accessories,413.67,96
27869,Alone,Electronics,312.97,186
27870,Happy,Beauty,291.98,379
27871,Tonight,Clothing,354.61,469
27872,Up,Accessories,251.23,762
27873,Recognize,Electronics,414.79,613
27874,Statement,Home,374.08,290
27875,Compare,Clothing,360.34,792
27876,Box,Beauty,304.5,44
27877,Religious,Home,163.57,675
27878,Soon,Electronics,395.24,100
27879,Nation,Clothing,478.41,262
27880,Less,Clothing,166.86,456
27881,Charge,Accessories,296.26,608
27882,Chair,Accessories,430.25,806
27883,Soldier,Home,321.99,888
27884,Effort,Accessories,66.72,955
27885,Investment,Accessories,498.77,962
27886,Western,Beauty,150.51,670
27887,Production,Beauty,58.09,603
27888,Question,Clothing,7.8,289
27889,Interest,Home,386.59,274
27890,Lot,Accessories,209.81,714
27891,Carry,Beauty,19.03,31
27892,Sure,Clothing,410.52,144
27893,Onto,Accessories,301.4,993
27894,Perhaps,Beauty,485.79,543
27895,Enjoy,Beauty,67.62,890
27896,Right,Clothing,265.24,911
27897,Trial,Accessories,262.87,114
27898,My,Clothing,201.62,119
27899,Indeed,Home,441.13,701
27900,Us,Accessories,414.14,991
27901,Street,Beauty,131.9,323
27902,Around,Accessories,30.83,298
27903,Time,Accessories,366.34,219
27904,Huge,Beauty,267.29,897
27905,Behavior,Clothing,320.93,344
27906,The,Home,437.27,796
27907,Economic,Clothing,52.78,161
27908,Around,Beauty,338.86,419
27909,World,Accessories,58.03,445
27910,Visit,Home,29.42,796
27911,Another,Beauty,425.95,756
27912,Environment,Home,267.34,734
27913,Rock,Home,33.75,701
27914,Keep,Clothing,400.63,664
27915,Center,Beauty,466.35,493
27916,Than,Beauty,143.8,668
27917,Ever,Accessories,361.91,936
27918,Town,Electronics,288.37,346
27919,Smile,Accessories,224.45,530
27920,Act,Home,46.7,361
27921,Air,Clothing,405.04,448
27922,Black,Home,201.05,284
27923,Central,Home,334.35,135
27924,Where,Electronics,411.67,349
27925,Really,Clothing,55.08,323
27926,Change,Beauty,378.58,795
27927,Onto,Beauty,63.1,354
27928,Attorney,Electronics,279.67,629
27929,Involve,Electronics,363.87,872
27930,Perhaps,Electronics,345.85,504
27931,Per,Electronics,303.37,891
27932,Benefit,Clothing,154.01,256
27933,Evidence,Electronics,285.33,205
27934,Say,Accessories,234.74,129
27935,Resource,Accessories,427.41,378
27936,May,Home,177.06,799
27937,End,Beauty,489.06,153
27938,Receive,Clothing,387.08,793
27939,Field,Accessories,378.52,913
27940,Establish,Electronics,35.67,448
27941,Usually,Home,436.06,424
27942,Exactly,Home,137.5,317
27943,Term,Home,482.93,962
27944,Shoulder,Home,365.64,831
27945,Use,Electronics,333.84,80
27946,Hotel,Home,489.35,751
27947,President,Clothing,31.44,592
27948,Region,Beauty,104.06,68
27949,Answer,Accessories,164.63,624
27950,Buy,Beauty,207.19,103
27951,Address,Beauty,9.12,803
27952,Number,Accessories,344.4,127
27953,Federal,Clothing,22,532
27954,Relate,Electronics,462.84,367
27955,Page,Electronics,98.8,459
27956,Card,Electronics,451.13,572
27957,Campaign,Accessories,350.81,102
27958,Share,Clothing,460.02,682
27959,Night,Clothing,328.87,131
27960,Factor,Electronics,282.22,411
27961,Ready,Electronics,300.91,556
27962,Leg,Clothing,463.51,248
27963,Write,Electronics,393.08,596
27964,Feel,Accessories,447,988
27965,Fund,Beauty,484.42,877
27966,Do,Home,269.18,963
27967,Than,Home,365.75,72
27968,Scientist,Home,46.32,603
27969,Feeling,Accessories,67.21,856
27970,Machine,Home,215.69,378
27971,Network,Beauty,222.43,230
27972,Crime,Beauty,462.6,26
27973,Authority,Beauty,241.75,138
27974,Successful,Electronics,132.87,525
27975,Data,Accessories,388.49,370
27976,Attack,Clothing,70.59,191
27977,Fall,Accessories,313.69,223
27978,Someone,Accessories,361.79,82
27979,Fact,Beauty,420.14,226
27980,You,Beauty,383.58,698
27981,Such,Clothing,236.7,361
27982,Use,Home,115.96,865
27983,Contain,Beauty,472,110
27984,Shake,Accessories,286.89,660
27985,Tough,Accessories,267.42,51
27986,Measure,Electronics,421.42,152
27987,Air,Clothing,372.13,543
27988,House,Electronics,396.59,663
27989,Type,Clothing,327.73,246
27990,Respond,Accessories,408.24,603
27991,Simple,Clothing,320.8,417
27992,Personal,Beauty,476.48,565
27993,Dinner,Electronics,478.23,630
27994,Organization,Clothing,137.76,970
27995,Management,Misc,413.52,66
27996,Organization,Electronics,337.67,669
27997,Window,Electronics,108.57,291
27998,Modern,Home,467.79,846
27999,Herself,Clothing,47.23,662
28000,Line,Beauty,459.98,323
28001,Number,Home,141.39,20
28002,Simple,Clothing,5.11,687
28003,Age,Beauty,338.44,208
28004,Price,Beauty,129.1,834
28005,Him,Electronics,197.89,649
28006,Green,Accessories,406.61,652
28007,Remember,Home,145.66,671
28008,Either,Beauty,266.96,400
28009,Ever,Clothing,412.68,656
28010,Away,Electronics,123.07,343
28011,Forget,Clothing,6.5,397
28012,Reason,Electronics,53.48,134
28013,Yard,Beauty,47,168
28014,He,Clothing,243.54,742
28015,Shoulder,Home,473.42,227
28016,Lot,Electronics,154.76,225
28017,Program,Home,312.26,192
28018,Media,Beauty,358.83,140
28019,West,Clothing,249.68,801
28020,Image,Home,119.53,357
28021,Close,Electronics,147.95,837
28022,Major,Clothing,16.19,464
28023,Gas,Electronics,280.79,602
28024,Discussion,Home,190.34,295
28025,Compare,Accessories,125.56,835
28026,Say,Beauty,328.22,147
28027,Season,Home,350.76,763
28028,Above,Home,125.56,96
28029,Shake,Electronics,36.73,711
28030,Before,Beauty,399.12,648
28031,Have,Beauty,419.68,543
28032,Actually,Electronics,9.41,492
28033,Safe,Home,348.67,688
28034,Carry,Clothing,35.29,848
28035,Me,Beauty,339.64,608
28036,Protect,Home,345.45,591
28037,Game,Home,303.05,291
28038,Gun,Accessories,378.46,419
28039,Most,Clothing,237.38,6
28040,Generation,Electronics,159.93,561
28041,Vote,Electronics,447.62,937
28042,Choose,Home,151.05,488
28043,Stuff,Accessories,245.84,187
28044,People,Home,73.02,680
28045,Report,Electronics,155.41,460
28046,Himself,Beauty,348.73,757
28047,Trip,Electronics,411.95,665
28048,By,Electronics,394.09,634
28049,Something,Home,342.19,788
28050,Son,Home,193.77,539
28051,More,Beauty,56.11,200
28052,Probably,Beauty,333.82,301
28053,Be,Electronics,240.98,266
28054,Professor,Clothing,262.7,168
28055,Mention,Beauty,50.47,127
28056,Big,Accessories,389.98,61
28057,Indicate,Electronics,126.76,616
28058,Office,Home,24.32,524
28059,Doctor,Accessories,79.33,188
28060,Company,Clothing,281.26,223
28061,Close,Accessories,200.84,697
28062,Design,Electronics,348.9,529
28063,Stay,Clothing,195.57,858
28064,Allow,Accessories,491.46,148
28065,Congress,Home,242.27,769
28066,Film,Misc,293.32,225
28067,Spring,Clothing,301.01,782
28068,Black,Beauty,370.08,942
28069,Rule,Home,448.38,326
28070,Sometimes,Beauty,469.38,486
28071,Share,Accessories,84.18,948
28072,Manager,Home,344.03,106
28073,High,Home,156.5,673
28074,Positive,Clothing,468.82,86
28075,Address,Clothing,242.05,362
28076,Material,Clothing,254.93,147
28077,Learn,Clothing,260.5,138
28078,Man,Electronics,396.14,448
28079,School,Electronics,224.62,721
28080,Relationship,Home,308.65,271
28081,Decade,Beauty,498.53,298
28082,Important,Electronics,160.54,151
28083,Lay,Home,394.57,944
28084,Use,Electronics,43.5,142
28085,Indeed,Clothing,452.81,399
28086,Continue,Clothing,367.67,3
28087,Street,Accessories,279.67,66
28088,Interview,Clothing,281.46,831
28089,Positive,Clothing,101.29,175
28090,Lot,Home,168.61,727
28091,Stock,Beauty,258.45,105
28092,Executive,Electronics,288.08,13
28093,Respond,Accessories,316.08,37
28094,Quite,Misc,289.66,652
28095,Big,Beauty,466.59,157
28096,Note,Clothing,57.98,867
28097,Into,Accessories,336.61,921
28098,Better,Electronics,446.98,172
28099,On,Beauty,228.97,113
28100,Scene,Home,313.67,929
28101,Ahead,Home,40.52,852
28102,Unit,Clothing,112.79,852
28103,Away,Beauty,300.3,484
28104,System,Accessories,70.77,126
28105,Teacher,Clothing,236.77,173
28106,Expert,Electronics,359.59,190
28107,Stage,Clothing,252.35,634
28108,Economic,Accessories,233.9,782
28109,Expert,Beauty,15.75,725
28110,Shake,Electronics,355.94,911
28111,Spring,Accessories,42.67,822
28112,Start,Accessories,283.08,698
28113,Country,Electronics,345.91,813
28114,Ball,Accessories,206.1,883
28115,Capital,Electronics,394.73,558
28116,Dark,Accessories,465.94,481
28117,Executive,Clothing,210.92,157
28118,Law,Electronics,417.73,98
28119,Food,Beauty,439.01,622
28120,Work,Beauty,364.33,843
28121,Already,Accessories,428.2,523
28122,Impact,Accessories,330.08,741
28123,Billion,Clothing,172.98,991
28124,Under,Home,216.64,501
28125,Impact,Beauty,147.72,175
28126,Thus,Home,97.37,93
28127,Value,Beauty,250.88,913
28128,Trip,Clothing,284.3,366
28129,Artist,Accessories,466.35,929
28130,Evening,Beauty,30.51,731
28131,Push,Electronics,223.19,870
28132,Environment,Clothing,275.48,115
28133,Girl,Home,374.81,883
28134,Officer,Accessories,150.13,108
28135,Manager,Beauty,123.31,29
28136,Product,Beauty,52.52,369
28137,Although,Home,145.02,314
28138,Point,Clothing,171.6,371
28139,Eye,Home,285.96,755
28140,Live,Electronics,323.18,116
28141,Mention,Home,286.79,681
28142,May,Clothing,488.3,759
28143,Possible,Electronics,168.54,196
28144,Official,Beauty,263.12,63
28145,Ask,Electronics,332.33,211
28146,Fill,Home,15.8,338
28147,Along,Accessories,252.45,80
28148,Mouth,Beauty,458.18,177
28149,Floor,Beauty,409.02,872
28150,Foreign,Electronics,384.1,460
28151,Else,Misc,265.54,496
28152,Detail,Electronics,279.28,739
28153,Civil,Clothing,442.8,601
28154,Red,Clothing,444.56,118
28155,Within,Accessories,407.89,96
28156,At,Home,206.31,496
28157,Benefit,Beauty,24.24,190
28158,Opportunity,Beauty,156.83,452
28159,Prevent,Home,407.62,213
28160,Daughter,Clothing,428.92,656
28161,Keep,Home,107.73,908
28162,Sometimes,Clothing,155.53,649
28163,Crime,Home,294.64,567
28164,Majority,Electronics,380.28,501
28165,Tend,Beauty,295.12,366
28166,Individual,Electronics,445.1,261
28167,Kid,Clothing,143.21,574
28168,Girl,Electronics,460.3,704
28169,Condition,Clothing,419.19,455
28170,Exactly,Home,486.76,127
28171,One,Electronics,473.08,47
28172,Class,Electronics,94.72,547
28173,Summer,Electronics,255.76,471
28174,Second,Electronics,301.07,974
28175,Himself,Electronics,99.09,803
28176,Letter,Accessories,458.73,153
28177,Too,Clothing,165.38,661
28178,Soon,Home,311.59,347
28179,At,Accessories,417.02,210
28180,Agreement,Beauty,382.42,425
28181,Commercial,Beauty,227.86,758
28182,I,Home,364.17,877
28183,Huge,Accessories,104.08,345
28184,Hand,Electronics,462.53,424
28185,Matter,Clothing,7.66,604
28186,Themselves,Electronics,425.93,594
28187,Industry,Accessories,485.64,18
28188,Hour,Home,352.72,540
28189,Federal,Clothing,355.97,937
28190,How,Clothing,95.93,606
28191,All,Accessories,404.18,583
28192,Campaign,Electronics,15.31,349
28193,Course,Home,491.78,138
28194,Commercial,Electronics,394.9,643
28195,Throw,Accessories,334.19,886
28196,Including,Clothing,329.46,770
28197,Manage,Clothing,401.88,879
28198,Guess,Clothing,492.89,253
28199,Prove,Clothing,449.45,309
28200,Bar,Beauty,292.8,946
28201,Great,Electronics,212.15,879
28202,Arrive,Beauty,214.16,281
28203,Boy,Clothing,381.61,650
28204,Deep,Accessories,217.99,209
28205,Box,Electronics,416.86,747
28206,Especially,Home,59.01,546
28207,Machine,Clothing,200.85,698
28208,Attention,Home,448.08,139
28209,Very,Electronics,480.02,39
28210,Represent,Home,24.7,44
28211,Feeling,Beauty,43.15,102
28212,Meeting,Electronics,297.74,63
28213,Remain,Accessories,402.38,52
28214,International,Electronics,109.08,633
28215,National,Beauty,187.09,137
28216,Describe,Clothing,347.4,39
28217,If,Accessories,367.81,59
28218,Hope,Accessories,499.04,231
28219,Party,Beauty,424.99,653
28220,Begin,Clothing,374.2,875
28221,Upon,Beauty,288.03,51
28222,Benefit,Electronics,156.63,918
28223,Half,Beauty,293.45,310
28224,Ten,Electronics,283.1,726
28225,Light,Clothing,137.86,780
28226,Technology,Home,278.19,649
28227,Return,Beauty,372.89,421
28228,Position,Electronics,450.28,675
28229,Red,Accessories,120.12,897
28230,Above,Accessories,219.99,244
28231,Question,Electronics,396.72,784
28232,West,Home,91.48,764
28233,Fund,Clothing,204.25,817
28234,Republican,Home,455.26,863
28235,Have,Clothing,133.78,778
28236,Pm,Accessories,23.13,885
28237,Anyone,Electronics,43.36,792
28238,Perform,Electronics,246.65,463
28239,Range,Accessories,59.04,588
28240,Quickly,Home,88.9,366
28241,Learn,Clothing,332.8,511
28242,Within,Clothing,288.77,453
28243,While,Accessories,114.66,643
28244,Always,Clothing,69.51,724
28245,While,Home,6.55,905
28246,We,Electronics,472.38,143
28247,Interest,Home,175.3,796
28248,Senior,Clothing,89.41,893
28249,He,Electronics,53.69,562
28250,Call,Electronics,413.71,906
28251,When,Beauty,78.68,920
28252,Personal,Accessories,338.44,528
28253,Information,Electronics,88.29,507
28254,Sea,Clothing,178.95,637
28255,Once,Beauty,458.52,288
28256,Cover,Electronics,138.94,776
28257,Magazine,Beauty,476.77,614
28258,Thing,Electronics,292.2,364
28259,Grow,Beauty,76.22,460
28260,College,Beauty,471.8,508
28261,Produce,Electronics,445.47,925
28262,Economic,Electronics,377.49,663
28263,Indeed,Accessories,65.06,792
28264,Worker,Accessories,391.77,863
28265,Way,Accessories,147.6,648
28266,Subject,Home,239.2,198
28267,Sure,Clothing,324.21,254
28268,Somebody,Home,91.25,345
28269,Billion,Beauty,114.08,938
28270,Budget,Accessories,388.1,197
28271,Stop,Accessories,154.96,188
28272,Could,Clothing,60.62,773
28273,Particular,Clothing,400.59,915
28274,Treatment,Accessories,317.55,972
28275,Issue,Beauty,455.54,916
28276,Safe,Home,447.74,502
28277,Keep,Home,87.27,643
28278,Huge,Clothing,383.78,663
28279,Federal,Accessories,353.75,833
28280,Wide,Clothing,211.82,556
28281,Ball,Beauty,414.27,541
28282,No,Home,285.54,720
28283,Difference,Electronics,18.14,598
28284,Tell,Accessories,256.26,737
28285,To,Home,262.22,344
28286,Follow,Accessories,369.95,431
28287,Exist,Beauty,205.43,628
28288,Single,Home,234.79,330
28289,Meeting,Electronics,430.55,990
28290,Discover,Clothing,262.42,66
28291,True,Clothing,206.99,120
28292,Seat,Beauty,214.71,884
28293,Nation,Accessories,354.05,187
28294,Recent,Accessories,155.04,153
28295,Unit,Accessories,185.44,200
28296,Six,Clothing,282.76,505
28297,Story,Accessories,328.66,259
28298,Turn,Clothing,41.57,385
28299,Process,Clothing,22.41,776
28300,Though,Beauty,288,418
28301,Hand,Clothing,104.91,98
28302,Himself,Electronics,173.89,57
28303,Defense,Home,351.87,531
28304,Throw,Electronics,185.58,464
28305,Parent,Home,204.7,507
28306,You,Beauty,497.35,871
28307,Body,Clothing,479.09,498
28308,Movement,Beauty,106.4,501
28309,Big,Home,188.88,288
28310,Popular,Beauty,171.29,335
28311,Develop,Clothing,111.87,920
28312,Body,Accessories,190.28,886
28313,Person,Beauty,437.96,746
28314,Southern,Home,281.57,665
28315,Partner,Home,13.99,130
28316,Red,Clothing,47.75,99
28317,Possible,Home,435.09,104
28318,Wife,Beauty,424.01,23
28319,Consumer,Home,64.42,323
28320,About,Accessories,230.14,255
28321,Step,Clothing,434.75,178
28322,Teach,Home,290.32,738
28323,Own,Home,321.32,344
28324,Little,Misc,309.52,756
28325,Fill,Misc,367.61,221
28326,Congress,Home,487.01,930
